,0,1
0,218.099014,111.650002
1,221.447327,111.169998
2,206.758575,114.730003
3,200.889053,118.940002
4,203.061493,118.900002
5,209.219986,120.870003
6,208.490005,119.360001
7,204.470001,119.510002
